Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature,humidity ,,,,,,,
72916,wheat,60,30,30,7,122.42,18.58,69.69871028,,,,,,,
9804,moong,20,40,20,5.5,770.44,28.68,85.49997454,,,,,,,
17444,moong,20,40,20,5.68,579.75,34.01,85.49997454,,,,,,,
92528,jute,80,40,40,5.66,1166.94,28.33333333,79.63986421,,,,,,,
60205,jute,80,40,40,5.4,423.745,22.07,79.63986421,,,,,,,
64365,wheat,60,30,30,6.4,87.2,23.106,69.69871028,,,,,,,
84965,potato,180,60,90,4.96,75.32,22.676,78.95371989,,,,,,,
58198,barley,70,40,45,5.64,240.1,10.38,83.67990891,,,,,,,
91663,banana,100,75,50,6.4,34.81,34.66666667,80.35812258,,,,,,,
29972,rice,80,40,40,5.42,297.66,29.56666667,82.27282154,,,,,,,
25573,ragi,50,40,20,5.32,840.46,33.58333333,80.86078808,,,,,,,
15875,coriander,10,20,20,6.42,556.2,28.54545455,85.21199775,,,,,,,
22621,coriander,10,20,20,6.58,556.2,28.54545455,85.21199775,,,,,,,
50914,jowar,80,40,40,5.48,1246.715,22.6,83.6912729,,,,,,,
64590,wheat,60,30,30,6.9,94.02,22.38,69.69871028,,,,,,,
95711,onion,120,60,65,6.16,157.31,25.83333333,81.80738171,,,,,,,
73985,sweetpotato,90,20,120,5.16,1111.68,28.64818182,81.53893093,,,,,,,
35363,rapeseed,50,40,20,5.18,73.47,23.562,67.94262421,,,,,,,
54158,banana,100,75,50,6.54,884.5,27.65454545,80.35812258,,,,,,,
76756,sunflower,50,60,30,5.54,34.81,34.66666667,50.59023438,,,,,,,
71330,rice,80,40,40,5.6,98.98,34.92333333,82.27282154,,,,,,,
51961,sweetpotato,90,20,120,5.02,1111.68,28.64818182,81.53893093,,,,,,,
64405,sunflower,50,60,30,5.32,87.2,23.106,50.59023438,,,,,,,
52094,soyabean,20,60,20,5.58,1011.49,30.43,48.43839821,,,,,,,
76485,rice,80,40,40,5.68,297.66,29.56666667,82.27282154,,,,,,,
9962,barley,70,40,45,5.5,75.32,22.676,83.67990891,,,,,,,
54106,wheat,60,30,30,6.3,140.52,12.5,69.69871028,,,,,,,
38774,wheat,60,30,30,7,75.32,22.676,69.69871028,,,,,,,
23904,moong,20,40,20,5.58,579.75,34.01,85.49997454,,,,,,,
11567,rapeseed,50,40,20,5.06,127.68,20.8,67.94262421,,,,,,,
9454,horsegram,20,60,20,5.96,297.66,29.56666667,53.04408395,,,,,,,
86813,rice,80,40,40,5.52,840.46,33.58333333,82.27282154,,,,,,,
61664,rice,80,40,40,5.48,297.66,29.56666667,82.27282154,,,,,,,
28717,cotton,120,40,20,5.58,235.4251,26.64666667,79.84347425,,,,,,,
29068,sweetpotato,90,20,120,5.06,1426.3,26.73636364,81.53893093,,,,,,,
55472,garlic,50,10,60,5.52,689.88,29.03727273,87.04405082,,,,,,,
10064,moong,20,40,20,5.32,34.81,34.66666667,85.49997454,,,,,,,
67292,soyabean,20,60,20,5.68,607.48,26.36666667,48.43839821,,,,,,,
40925,rice,80,40,40,5.54,87.2,23.106,82.27282154,,,,,,,
85895,banana,100,75,50,6.6,1037.32,28.08181818,80.35812258,,,,,,,
90399,cotton,120,40,20,5.32,510.05,33.37333333,79.84347425,,,,,,,
28275,rice,80,40,40,5.44,1011.49,30.43,82.27282154,,,,,,,
39722,soyabean,20,60,20,5.48,1166.94,28.33333333,48.43839821,,,,,,,
19018,maize,80,40,20,5.34,840.46,33.58333333,65.09224945,,,,,,,
16460,onion,120,60,65,6,942.8,28.99454545,81.80738171,,,,,,,
77896,sunflower,50,60,30,5.48,1166.94,28.33333333,50.59023438,,,,,,,
98955,barley,70,40,45,5.44,75.32,22.676,83.67990891,,,,,,,
19183,moong,20,40,20,5.5,1151.02,28.03333333,85.49997454,,,,,,,
73776,banana,100,75,50,6.58,2817.86,27.90909091,80.35812258,,,,,,,
48283,barley,70,40,45,5.58,169.82,14.6,83.67990891,,,,,,,
85025,sunflower,50,60,30,5.4,34.81,34.66666667,50.59023438,,,,,,,
2245,maize,80,40,20,5.34,607.48,26.36666667,65.09224945,,,,,,,
80923,moong,20,40,20,5.64,199.2125,21.3,85.49997454,,,,,,,
96309,moong,20,40,20,5.64,73.47,23.562,85.49997454,,,,,,,
86975,coriander,10,20,20,6.48,1299.26,26.51818182,85.21199775,,,,,,,
30859,turmeric,25,60,100,5.16,689.88,29.03727273,80.86305427,,,,,,,
13393,blackpepper,100,60,50,5.1,1603.2375,22.89090909,80.74631724,,,,,,,
4615,wheat,60,30,30,6.5,152.54,22.28,69.69871028,,,,,,,
53068,wheat,60,30,30,6.1,113.7,30.26666667,69.69871028,,,,,,,
49440,maize,80,40,20,5.56,840.46,33.58333333,65.09224945,,,,,,,
27317,maize,80,40,20,5.32,199.2125,21.3,65.09224945,,,,,,,
35384,jowar,80,40,40,5.48,73.47,23.562,83.6912729,,,,,,,
81223,banana,100,75,50,6.6,1603.2375,22.89090909,80.35812258,,,,,,,
79316,potato,180,60,90,5,87.2,23.106,78.95371989,,,,,,,
5210,rapeseed,50,40,20,5,127.68,20.8,67.94262421,,,,,,,
57568,jowar,80,40,40,5.5,1151.02,28.03333333,83.6912729,,,,,,,
49340,sunflower,50,60,30,5.46,840.46,33.58333333,50.59023438,,,,,,,
53071,onion,120,60,65,5.96,1426.3,26.73636364,81.80738171,,,,,,,
2633,maize,80,40,20,5.42,113.7,30.26666667,65.09224945,,,,,,,
30123,onion,120,60,65,6,770.44,28.68,81.80738171,,,,,,,
89089,turmeric,25,60,100,4.9,1111.68,28.64818182,80.86305427,,,,,,,
49388,maize,80,40,20,5.6,87.2,23.106,65.09224945,,,,,,,
72587,rapeseed,50,40,20,4.92,240.1,10.38,67.94262421,,,,,,,
59498,rapeseed,50,40,20,4.96,73.47,23.562,67.94262421,,,,,,,
10361,moong,20,40,20,5.46,579.75,34.01,85.49997454,,,,,,,
11685,rice,80,40,40,5.54,98.98,34.92333333,82.27282154,,,,,,,
63510,moong,20,40,20,5.66,288.3,25.46,85.49997454,,,,,,,
92106,barley,70,40,45,5.32,75.32,22.676,83.67990891,,,,,,,
27477,maize,80,40,20,5.48,1246.715,22.6,65.09224945,,,,,,,
94352,wheat,60,30,30,6.12,94.02,22.38,69.69871028,,,,,,,
72767,wheat,60,30,30,6.8,293.36,14.7,69.69871028,,,,,,,
86964,ragi,50,40,20,5.56,1151.02,28.03333333,80.86078808,,,,,,,
8069,potato,180,60,90,5.08,40.023,23.14,78.95371989,,,,,,,
50361,cotton,120,40,20,5.58,790.98,30.61666667,79.84347425,,,,,,,
54178,garlic,50,10,60,5.38,884.5,27.65454545,87.04405082,,,,,,,
2731,wheat,60,30,30,7,167.38,23.56,69.69871028,,,,,,,
64740,potato,180,60,90,5.12,1151.02,28.03333333,78.95371989,,,,,,,
19850,barley,70,40,45,5.58,240.1,10.38,83.67990891,,,,,,,
31032,garlic,50,10,60,5.48,1411.78,19.94545455,87.04405082,,,,,,,
49822,coriander,10,20,20,6.54,1026.64,29.18636364,85.21199775,,,,,,,
21598,jowar,80,40,40,5.5,70.11,25.6,83.6912729,,,,,,,
16846,moong,20,40,20,5.48,579.75,34.01,85.49997454,,,,,,,
41370,barley,70,40,45,5.56,87.2,23.106,83.67990891,,,,,,,
12423,cotton,120,40,20,5.56,790.98,30.61666667,79.84347425,,,,,,,
68057,rice,80,40,40,5.32,411.52,34.73,82.27282154,,,,,,,
58423,potato,180,60,90,5.08,122.42,18.58,78.95371989,,,,,,,
45285,barley,70,40,45,5.68,70.598,18.92,83.67990891,,,,,,,
47320,cucumber,60,60,85,6.62,942.8,28.99454545,86.05565133,,,,,,,
75498,rapeseed,50,40,20,4.92,167.38,23.56,67.94262421,,,,,,,
48035,maize,80,40,20,5.42,34.81,34.66666667,65.09224945,,,,,,,
1520,maize,80,40,20,5.52,516.68,27.86666667,65.09224945,,,,,,,
54879,rapeseed,50,40,20,5.16,75.32,22.676,67.94262421,,,,,,,
73217,moong,20,40,20,5.34,1246.715,22.6,85.49997454,,,,,,,
40803,rice,80,40,40,5.4,497.88,25.03333333,82.27282154,,,,,,,
71879,cotton,120,40,20,5.54,1151.02,28.03333333,79.84347425,,,,,,,
52391,soyabean,20,60,20,5.52,70.11,25.6,48.43839821,,,,,,,
96187,garlic,50,10,60,5.56,1111.68,28.64818182,87.04405082,,,,,,,
72599,ragi,50,40,20,5.38,664.94,22.03333333,80.86078808,,,,,,,
1372,onion,120,60,65,6.04,810.26,29.95636364,81.80738171,,,,,,,
88951,maize,80,40,20,5.54,1111.68,28.64818182,65.09224945,,,,,,,
76036,potato,180,60,90,4.84,556.2,28.54545455,78.95371989,,,,,,,
14165,barley,70,40,45,5.58,73.47,23.562,83.67990891,,,,,,,
1406,rapeseed,50,40,20,4.96,15.34,27.276,67.94262421,,,,,,,
62850,ragi,50,40,20,5.58,1110.78,25.66666667,80.86078808,,,,,,,
6725,soyabean,20,60,20,5.56,1246.715,22.6,48.43839821,,,,,,,
48007,rapeseed,50,40,20,5,75.32,22.676,67.94262421,,,,,,,
41101,maize,80,40,20,5.44,840.46,33.58333333,65.09224945,,,,,,,
77705,onion,120,60,65,6.08,1411.78,19.94545455,81.80738171,,,,,,,
91385,maize,80,40,20,5.38,34.81,34.66666667,65.09224945,,,,,,,
46802,cardamom,75,75,150,4.94,884.5,27.65454545,83.00331663,,,,,,,
55903,jute,80,40,40,5.42,1166.94,28.33333333,79.63986421,,,,,,,
5860,blackgram,40,60,20,5,840.46,33.58333333,65.11842559,,,,,,,
84865,potato,180,60,90,4.9,75.32,22.676,78.95371989,,,,,,,
30381,maize,80,40,20,5.48,75.32,22.676,65.09224945,,,,,,,
14273,moong,20,40,20,5.56,607.48,26.36666667,85.49997454,,,,,,,
41407,maize,80,40,20,5.32,840.46,33.58333333,65.09224945,,,,,,,
43517,tomato,100,40,90,6.04,1111.68,28.64818182,82.91064414,,,,,,,
4249,barley,70,40,45,5.64,75.32,22.676,83.67990891,,,,,,,
17252,barley,70,40,45,5.58,75.32,22.676,83.67990891,,,,,,,
92884,potato,180,60,90,5.18,1037.32,28.08181818,78.95371989,,,,,,,
67349,rice,80,40,40,5.64,702.459,27.23333333,82.27282154,,,,,,,
32462,maize,80,40,20,5.36,87.2,23.106,65.09224945,,,,,,,
14370,jowar,80,40,40,5.64,70.11,25.6,83.6912729,,,,,,,
21680,soyabean,20,60,20,5.56,423.745,22.07,48.43839821,,,,,,,
44113,tomato,100,40,90,5.82,1111.68,28.64818182,82.91064414,,,,,,,
56934,onion,120,60,65,6,1026.64,29.18636364,81.80738171,,,,,,,
35123,tomato,100,40,90,5.88,1111.68,28.64818182,82.91064414,,,,,,,
39777,rice,80,40,40,5.62,182.5,29.2,82.27282154,,,,,,,
92534,rapeseed,50,40,20,5.08,152.54,22.28,67.94262421,,,,,,,
21109,barley,70,40,45,5.62,73.47,23.562,83.67990891,,,,,,,
38223,radish,25,100,50,5.98,884.5,27.65454545,90.19617356,,,,,,,
59963,sunflower,50,60,30,5.4,70.11,25.6,50.59023438,,,,,,,
48202,barley,70,40,45,5.68,75.32,22.676,83.67990891,,,,,,,
33802,rice,80,40,40,5.42,516.68,27.86666667,82.27282154,,,,,,,
52266,rapeseed,50,40,20,4.94,73.47,23.562,67.94262421,,,,,,,
76817,barley,70,40,45,5.38,75.32,22.676,83.67990891,,,,,,,
29701,rapeseed,50,40,20,5.16,19.38,22.766,67.94262421,,,,,,,
86540,maize,80,40,20,5.64,840.46,33.58333333,65.09224945,,,,,,,
47172,coriander,10,20,20,6.64,942.8,28.99454545,85.21199775,,,,,,,
77291,turmeric,25,60,100,5,75.32,22.676,80.86305427,,,,,,,
17799,maize,80,40,20,5.36,288.3,25.46,65.09224945,,,,,,,
79432,rice,80,40,40,5.68,840.46,33.58333333,82.27282154,,,,,,,
70750,maize,80,40,20,5.6,1712.66,11.2,65.09224945,,,,,,,
81735,wheat,60,30,30,6.4,73.47,23.562,69.69871028,,,,,,,
7713,jowar,80,40,40,5.32,1011.49,30.43,83.6912729,,,,,,,
73163,banana,100,75,50,6.32,1603.2375,22.89090909,80.35812258,,,,,,,
40400,maize,80,40,20,5.66,1712.66,11.2,65.09224945,,,,,,,
43204,blackpepper,100,60,50,5.08,1603.2375,22.89090909,80.74631724,,,,,,,
66310,maize,80,40,20,5.62,1011.49,30.43,65.09224945,,,,,,,
76192,ragi,50,40,20,5.62,884.5,27.65454545,80.86078808,,,,,,,
2188,rice,80,40,40,5.5,607.48,26.36666667,82.27282154,,,,,,,
13884,wheat,60,30,30,6.3,73.47,23.562,69.69871028,,,,,,,
62816,sweetpotato,90,20,120,5.12,689.88,29.03727273,81.53893093,,,,,,,
54926,barley,70,40,45,5.58,75.32,22.676,83.67990891,,,,,,,
86720,barley,70,40,45,5.32,87.2,23.106,83.67990891,,,,,,,
22255,rapeseed,50,40,20,5.04,167.38,23.56,67.94262421,,,,,,,
74811,rice,80,40,40,5.62,607.48,26.36666667,82.27282154,,,,,,,
7718,wheat,60,30,30,6.1,73.47,23.562,69.69871028,,,,,,,
92109,onion,120,60,65,6.1,75.32,22.676,81.80738171,,,,,,,
63300,turmeric,25,60,100,5.16,1037.32,28.08181818,80.86305427,,,,,,,
61308,rapeseed,50,40,20,5.1,19.38,22.766,67.94262421,,,,,,,
4731,turmeric,25,60,100,5.16,1501.98,25.81818182,80.86305427,,,,,,,
79799,moong,20,40,20,5.68,94.02,22.38,85.49997454,,,,,,,
71304,barley,70,40,45,5.48,87.2,23.106,83.67990891,,,,,,,
21189,garlic,50,10,60,5.5,1111.68,28.64818182,87.04405082,,,,,,,
36856,onion,120,60,65,5.92,1426.3,26.73636364,81.80738171,,,,,,,
43862,sweetpotato,90,20,120,5,1111.68,28.64818182,81.53893093,,,,,,,
56286,sunflower,50,60,30,5.5,1037.32,28.08181818,50.59023438,,,,,,,
26464,cotton,120,40,20,5.68,790.98,30.61666667,79.84347425,,,,,,,
2789,wheat,60,30,30,6.9,167.38,23.56,69.69871028,,,,,,,
70591,rapeseed,50,40,20,4.9,152.54,22.28,67.94262421,,,,,,,
83587,rapeseed,50,40,20,5.04,884.5,27.65454545,67.94262421,,,,,,,
69565,sweetpotato,90,20,120,4.9,579.75,34.01,81.53893093,,,,,,,
14483,rice,80,40,40,5.36,607.48,26.36666667,82.27282154,,,,,,,
60059,rapeseed,50,40,20,4.94,70.11,25.6,67.94262421,,,,,,,
77540,maize,80,40,20,5.32,579.75,34.01,65.09224945,,,,,,,
99784,moong,20,40,20,5.48,1166.94,28.33333333,85.49997454,,,,,,,
90361,rapeseed,50,40,20,5.06,19.38,22.766,67.94262421,,,,,,,
99540,potato,180,60,90,4.94,169.82,14.6,78.95371989,,,,,,,
77641,coriander,10,20,20,6.32,75.32,22.676,85.21199775,,,,,,,
76316,maize,80,40,20,5.4,884.5,27.65454545,65.09224945,,,,,,,
56514,banana,100,75,50,6.58,2169.32,23.73636364,80.35812258,,,,,,,
53422,coriander,10,20,20,6.4,1426.3,26.73636364,85.21199775,,,,,,,
37095,mango,20,20,30,4.88,556.2,28.54545455,50.1565727,,,,,,,
40619,banana,100,75,50,6.4,2169.32,23.73636364,80.35812258,,,,,,,
51435,jowar,80,40,40,5.5,199.2125,21.3,83.6912729,,,,,,,
51893,maize,80,40,20,5.38,1011.49,30.43,65.09224945,,,,,,,
9977,barley,70,40,45,5.68,75.32,22.676,83.67990891,,,,,,,
74106,onion,120,60,65,6.16,1111.68,28.64818182,81.80738171,,,,,,,
3714,moong,20,40,20,5.54,34.81,34.66666667,85.49997454,,,,,,,
62272,coriander,10,20,20,6.48,689.88,29.03727273,85.21199775,,,,,,,
2740,jute,80,40,40,5.46,1145.22,28.5,79.63986421,,,,,,,
48622,rapeseed,50,40,20,5.1,152.54,22.28,67.94262421,,,,,,,
61475,moong,20,40,20,5.4,297.66,29.56666667,85.49997454,,,,,,,
65662,horsegram,20,60,20,6.12,1246.715,22.6,53.04408395,,,,,,,
12141,jowar,80,40,40,5.32,840.46,33.58333333,83.6912729,,,,,,,
94491,jowar,80,40,40,5.5,790.98,30.61666667,83.6912729,,,,,,,
37476,cotton,120,40,20,5.6,510.05,33.37333333,79.84347425,,,,,,,
47610,maize,80,40,20,5.34,75.32,22.676,65.09224945,,,,,,,
56275,horsegram,20,60,20,6.16,288.3,25.46,53.04408395,,,,,,,
93524,rice,80,40,40,5.4,127.68,20.8,82.27282154,,,,,,,
75935,sweetpotato,90,20,120,5.16,556.2,28.54545455,81.53893093,,,,,,,
19245,coriander,10,20,20,6.64,1299.26,26.51818182,85.21199775,,,,,,,
14041,barley,70,40,45,5.34,73.47,23.562,83.67990891,,,,,,,
51794,soyabean,20,60,20,5.54,1011.49,30.43,48.43839821,,,,,,,
1670,jowar,80,40,40,5.66,1246.715,22.6,83.6912729,,,,,,,
36448,rice,80,40,40,5.46,235.4251,26.64666667,82.27282154,,,,,,,
669,barley,70,40,45,5.56,87.2,23.106,83.67990891,,,,,,,
54772,rice,80,40,40,5.56,1220.22,27.26666667,82.27282154,,,,,,,
17741,maize,80,40,20,5.66,654.34,29.26666667,65.09224945,,,,,,,
28613,rice,80,40,40,5.54,607.48,26.36666667,82.27282154,,,,,,,
65456,onion,120,60,65,5.94,122.42,18.58,81.80738171,,,,,,,
42504,horsegram,20,60,20,6.06,1246.715,22.6,53.04408395,,,,,,,
17654,rice,80,40,40,5.56,182.5,29.2,82.27282154,,,,,,,
38691,sunflower,50,60,30,5.34,579.75,34.01,50.59023438,,,,,,,
26450,rice,80,40,40,5.5,790.98,30.61666667,82.27282154,,,,,,,
51821,maize,80,40,20,5.36,1011.49,30.43,65.09224945,,,,,,,
78380,cotton,120,40,20,5.46,654.34,29.26666667,79.84347425,,,,,,,
39296,sunflower,50,60,30,5.62,579.75,34.01,50.59023438,,,,,,,
72992,rice,80,40,40,5.5,976.06,25.66666667,82.27282154,,,,,,,
98655,maize,80,40,20,5.54,34.81,34.66666667,65.09224945,,,,,,,
31366,jute,80,40,40,5.38,1166.94,28.33333333,79.63986421,,,,,,,
81803,onion,120,60,65,6.18,1111.68,28.64818182,81.80738171,,,,,,,
40560,rice,80,40,40,5.42,1543.76,27.33333333,82.27282154,,,,,,,
23971,potato,180,60,90,4.86,689.88,29.03727273,78.95371989,,,,,,,
70363,rice,80,40,40,5.68,1166.94,28.33333333,82.27282154,,,,,,,
99789,rapeseed,50,40,20,4.94,152.54,22.28,67.94262421,,,,,,,
39940,rice,80,40,40,5.34,182.5,29.2,82.27282154,,,,,,,
38077,maize,80,40,20,5.56,297.66,29.56666667,65.09224945,,,,,,,
44637,maize,80,40,20,5.58,607.48,26.36666667,65.09224945,,,,,,,
97338,moong,20,40,20,5.62,113.7,30.26666667,85.49997454,,,,,,,
51490,blackpepper,100,60,50,4.9,1603.2375,22.89090909,80.74631724,,,,,,,
18439,coriander,10,20,20,6.6,1026.64,29.18636364,85.21199775,,,,,,,
97685,maize,80,40,20,5.6,510.05,33.37333333,65.09224945,,,,,,,
62556,potato,180,60,90,4.84,75.32,22.676,78.95371989,,,,,,,
83338,wheat,60,30,30,6.7,19.38,22.766,69.69871028,,,,,,,
43504,rapeseed,50,40,20,4.84,73.47,23.562,67.94262421,,,,,,,
28089,cotton,120,40,20,5.66,1011.49,30.43,79.84347425,,,,,,,
22311,garlic,50,10,60,5.38,1426.3,26.73636364,87.04405082,,,,,,,
516,potato,180,60,90,4.86,2169.32,23.73636364,78.95371989,,,,,,,
29479,cotton,120,40,20,5.32,510.05,33.37333333,79.84347425,,,,,,,
76678,onion,120,60,65,6.06,75.32,22.676,81.80738171,,,,,,,
38720,barley,70,40,45,5.64,75.32,22.676,83.67990891,,,,,,,
57288,potato,180,60,90,4.84,1026.64,29.18636364,78.95371989,,,,,,,
15808,rice,80,40,40,5.42,510.05,33.37333333,82.27282154,,,,,,,
36353,rapeseed,50,40,20,4.82,56.236,15.852,67.94262421,,,,,,,
43849,soyabean,20,60,20,5.46,1011.49,30.43,48.43839821,,,,,,,
73860,ragi,50,40,20,5.52,1997.12,27,80.86078808,,,,,,,
62872,ragi,50,40,20,5.42,1110.78,25.66666667,80.86078808,,,,,,,
71465,barley,70,40,45,5.4,87.2,23.106,83.67990891,,,,,,,
50067,moong,20,40,20,5.38,94.02,22.38,85.49997454,,,,,,,
36998,banana,100,75,50,6.32,550.1245,27.63636364,80.35812258,,,,,,,
82774,jute,80,40,40,5.68,1145.22,28.5,79.63986421,,,,,,,
53922,barley,70,40,45,5.66,19.38,22.766,83.67990891,,,,,,,
406,cotton,120,40,20,5.68,1543.76,27.33333333,79.84347425,,,,,,,
33778,potato,180,60,90,4.88,1089.6,20.70909091,78.95371989,,,,,,,
28027,rapeseed,50,40,20,5.06,73.47,23.562,67.94262421,,,,,,,
66975,garlic,50,10,60,5.44,1111.68,28.64818182,87.04405082,,,,,,,
52665,turmeric,25,60,100,4.94,1350.025,26.01818182,80.86305427,,,,,,,
86536,maize,80,40,20,5.42,98.98,34.92333333,65.09224945,,,,,,,
97265,maize,80,40,20,5.4,113.7,30.26666667,65.09224945,,,,,,,
19803,rice,80,40,40,5.52,664.94,22.03333333,82.27282154,,,,,,,
91591,jowar,80,40,40,5.48,579.75,34.01,83.6912729,,,,,,,
95221,ragi,50,40,20,5.36,199.2125,21.3,80.86078808,,,,,,,
1025,maize,80,40,20,5.58,87.2,23.106,65.09224945,,,,,,,
30758,jowar,80,40,40,5.32,579.75,34.01,83.6912729,,,,,,,
63180,rice,80,40,40,5.62,152.54,22.28,82.27282154,,,,,,,
94913,rice,80,40,40,5.56,664.94,22.03333333,82.27282154,,,,,,,
9237,wheat,60,30,30,6.3,19.38,22.766,69.69871028,,,,,,,
8130,rice,80,40,40,5.4,702.459,27.23333333,82.27282154,,,,,,,
38760,barley,70,40,45,5.44,75.32,22.676,83.67990891,,,,,,,
99392,maize,80,40,20,5.68,579.75,34.01,65.09224945,,,,,,,
91927,jowar,80,40,40,5.42,579.75,34.01,83.6912729,,,,,,,
5968,banana,100,75,50,6.36,1026.64,29.18636364,80.35812258,,,,,,,
4653,barley,70,40,45,5.36,1501.98,25.81818182,83.67990891,,,,,,,
18842,onion,120,60,65,5.86,1026.64,29.18636364,81.80738171,,,,,,,
21748,maize,80,40,20,5.36,235.4251,26.64666667,65.09224945,,,,,,,
37960,rice,80,40,40,5.44,297.66,29.56666667,82.27282154,,,,,,,
16271,turmeric,25,60,100,5.18,884.5,27.65454545,80.86305427,,,,,,,
21146,rapeseed,50,40,20,4.86,73.47,23.562,67.94262421,,,,,,,
57588,rice,80,40,40,5.42,1151.02,28.03333333,82.27282154,,,,,,,
50120,sunflower,50,60,30,5.52,1151.02,28.03333333,50.59023438,,,,,,,
88104,onion,120,60,65,6.04,1246.715,22.6,81.80738171,,,,,,,
71750,rice,80,40,40,5.36,98.98,34.92333333,82.27282154,,,,,,,
98504,moong,20,40,20,5.46,145.76,21.66,85.49997454,,,,,,,
52806,sweetpotato,90,20,120,4.92,423.745,22.07,81.53893093,,,,,,,
32149,rice,80,40,40,5.46,127.68,20.8,82.27282154,,,,,,,
97198,maize,80,40,20,5.48,1145.22,28.5,65.09224945,,,,,,,
62911,wheat,60,30,30,7,169.82,14.6,69.69871028,,,,,,,
63453,turmeric,25,60,100,4.88,1037.32,28.08181818,80.86305427,,,,,,,
74668,jowar,80,40,40,5.34,70.11,25.6,83.6912729,,,,,,,
97258,rice,80,40,40,5.68,167.38,23.56,82.27282154,,,,,,,
36480,maize,80,40,20,5.52,207.55,26.43333333,65.09224945,,,,,,,
57749,barley,70,40,45,5.44,94.02,22.38,83.67990891,,,,,,,
63641,rice,80,40,40,5.56,497.88,25.03333333,82.27282154,,,,,,,
86938,soyabean,20,60,20,5.54,1151.02,28.03333333,48.43839821,,,,,,,
86078,sweetpotato,90,20,120,5.02,2169.32,23.73636364,81.53893093,,,,,,,
69273,maize,80,40,20,5.62,75.32,22.676,65.09224945,,,,,,,
6738,turmeric,25,60,100,5.08,1603.2375,22.89090909,80.86305427,,,,,,,
62332,barley,70,40,45,5.54,75.32,22.676,83.67990891,,,,,,,
74378,rice,80,40,40,5.36,1011.49,30.43,82.27282154,,,,,,,
22750,moong,20,40,20,5.6,510.05,33.37333333,85.49997454,,,,,,,
74118,coriander,10,20,20,6.64,1111.68,28.64818182,85.21199775,,,,,,,
52176,rice,80,40,40,5.38,1011.49,30.43,82.27282154,,,,,,,
59573,barley,70,40,45,5.66,73.47,23.562,83.67990891,,,,,,,
86674,maize,80,40,20,5.54,87.2,23.106,65.09224945,,,,,,,
60869,rice,80,40,40,5.4,10.265748,25.76,82.27282154,,,,,,,
22177,rice,80,40,40,5.44,167.38,23.56,82.27282154,,,,,,,
64287,wheat,60,30,30,6.3,87.2,23.106,69.69871028,,,,,,,
55560,banana,100,75,50,6.66,689.88,29.03727273,80.35812258,,,,,,,
28086,onion,120,60,65,5.9,1111.68,28.64818182,81.80738171,,,,,,,
82535,potato,180,60,90,4.82,70.598,18.92,78.95371989,,,,,,,
68749,rice,80,40,40,5.58,297.66,29.56666667,82.27282154,,,,,,,
46447,pineapple,160,40,120,6.54,884.5,27.65454545,82.35223047,,,,,,,
51736,horsegram,20,60,20,5.82,1011.49,30.43,53.04408395,,,,,,,
11735,banana,100,75,50,6.52,1026.64,29.18636364,80.35812258,,,,,,,
64638,potato,180,60,90,5.12,94.02,22.38,78.95371989,,,,,,,
73090,potato,180,60,90,5.12,1246.715,22.6,78.95371989,,,,,,,
70296,garlic,50,10,60,5.38,1411.78,19.94545455,87.04405082,,,,,,,
27110,moong,20,40,20,5.64,199.2125,21.3,85.49997454,,,,,,,
61661,jowar,80,40,40,5.32,297.66,29.56666667,83.6912729,,,,,,,
67489,rice,80,40,40,5.62,235.4251,26.64666667,82.27282154,,,,,,,
11790,rapeseed,50,40,20,4.84,87.2,23.106,67.94262421,,,,,,,
50702,barley,70,40,45,5.36,293.36,14.7,83.67990891,,,,,,,
45557,turmeric,25,60,100,4.84,1426.3,26.73636364,80.86305427,,,,,,,
32594,potato,180,60,90,4.98,1026.64,29.18636364,78.95371989,,,,,,,
16098,jowar,80,40,40,5.64,297.66,29.56666667,83.6912729,,,,,,,
34439,rice,80,40,40,5.6,1246.715,22.6,82.27282154,,,,,,,
64449,rice,80,40,40,5.52,87.2,23.106,82.27282154,,,,,,,
3802,moong,20,40,20,5.66,34.81,34.66666667,85.49997454,,,,,,,
27098,turmeric,25,60,100,4.96,1603.2375,22.89090909,80.86305427,,,,,,,
93869,wheat,60,30,30,6.7,87.2,23.106,69.69871028,,,,,,,
36001,jowar,80,40,40,5.42,607.48,26.36666667,83.6912729,,,,,,,
74629,maize,80,40,20,5.66,607.48,26.36666667,65.09224945,,,,,,,
76282,banana,100,75,50,6.38,884.5,27.65454545,80.35812258,,,,,,,
72111,rapeseed,50,40,20,5,94.02,22.38,67.94262421,,,,,,,
6921,onion,120,60,65,6.02,1246.715,22.6,81.80738171,,,,,,,
66817,coriander,10,20,20,6.52,1111.68,28.64818182,85.21199775,,,,,,,
91708,wheat,60,30,30,7,75.32,22.676,69.69871028,,,,,,,
3304,rapeseed,50,40,20,5.04,884.5,27.65454545,67.94262421,,,,,,,
32318,maize,80,40,20,5.42,840.46,33.58333333,65.09224945,,,,,,,
14447,rice,80,40,40,5.62,607.48,26.36666667,82.27282154,,,,,,,
75530,ragi,50,40,20,5.38,167.38,23.56,80.86078808,,,,,,,
37732,drumstick,40,20,10,6.6,884.5,27.65454545,91.7125749,,,,,,,
80335,barley,70,40,45,5.68,240.1,10.38,83.67990891,,,,,,,
85116,potato,180,60,90,4.82,75.32,22.676,78.95371989,,,,,,,
15865,cotton,120,40,20,5.56,510.05,33.37333333,79.84347425,,,,,,,
